序號,答案
20240327091001,893.6302676329707
20240327092001,1073.9766839613853
20240327093001,1243.1985526533633
20240327094001,1354.7499131255738
20240327095001,1385.5964774264899
20240327100001,1492.0412474330449
20240327101001,1546.8337129450863
20240327102001,1472.0981462090679
20240327103001,1461.2304526338671
20240327104001,1422.9476978990187
20240327105001,1470.9668527528759
20240327110001,1457.8252952362445
20240327111001,1379.5185633145759
20240327112001,1142.8908808479423
20240327113001,1072.623084628278
20240327114001,1040.1757671275573
20240327115001,922.8985825238996
20240327120001,1271.7296704987543
20240327121001,1249.2436317811903
20240327122001,1163.568980112643
20240327123001,1177.0579859602426
20240327124001,1086.9392532769023
20240327125001,1039.669720976533
20240327130001,1034.7656365005569
20240327131001,855.525795070355
20240327132001,840.1025771757564
20240327133001,812.6379887473668
20240327134001,808.0763681086125
20240327135001,679.7576280016615
20240327140001,724.9498879769536
20240327141001,637.3291741986806
20240327142001,488.34231857411
20240327143001,432.3024771797309
20240327144001,339.21176232526847
20240327145001,271.9430679380863
20240327150001,203.08362900577075
20240327151001,170.61225878641358
20240327152001,125.51147995067586
20240327153001,74.59037535311663
20240327154001,64.12040164096734
20240327155001,62.64495292826261
20240327160001,38.675054534073254
20240327161001,25.227205945515703
20240327162001,17.392256142192064
20240327163001,12.041990334973953
20240327164001,10.71842127713071
20240327165001,7.526306485334078
20240329090001,258.49235718327117
20240329091001,315.5006870356738
20240329092001,507.7566910485169
20240329093001,648.7255267499999
20240329094001,765.9690882922414
20240329095001,819.7709522388504
20240329100001,997.8619306359926
20240329101001,1003.5348381601692
20240329102001,955.5557461925716
20240329103001,946.6096559141447
20240329104001,947.7049565849497
20240329105001,954.05840833979
20240329110001,983.7796076506323
20240329111001,854.3163892624264
20240329112001,740.2657202703302
20240329113001,625.7574995365534
20240329114001,579.8356046048385
20240329115001,579.4467421339483
20240329120001,644.5295647365432
20240329121001,738.9526524726169
20240329122001,783.9997981883569
20240329123001,760.5151050859909
20240329124001,759.5841674437817
20240329125001,769.3966654433445
20240329130001,1078.459920517437
20240329131001,909.0574713769564
20240329132001,861.6264727197615
20240329133001,848.410141050679
20240329134001,817.7141380060337
20240329135001,692.7857736245211
20240329140001,710.5261029279508
20240329141001,594.5680557089345
20240329142001,471.8028318199994
20240329143001,401.2729211845247
20240329144001,335.71871374400524
20240329145001,294.29476677274954
20240329150001,218.06160304816896
20240329151001,189.56578709126353
20240329152001,136.03842218997596
20240329153001,82.7537614792574
20240329154001,72.64027399243159
20240329155001,59.54379304987956
20240329160001,34.20148946829811
20240329161001,26.196092010182173
20240329162001,17.35454923439211
20240329163001,11.726624154463405
20240329164001,10.002915827357485
20240329165001,7.526306485334078
20240428090001,217.54704512482826
20240428091001,253.06207900910664
20240428092001,435.76137625152944
20240428093001,511.3858795257699
20240428094001,481.4871230258059
20240428095001,479.83902614067676
20240428100001,475.19799285771484
20240428101001,443.84741483213327
20240428102001,445.9210330499459
20240428103001,399.90603770840005
20240428104001,348.5911423207272
20240428105001,246.22924408352713
20240428110001,218.05593576281677
20240428111001,348.344504840106
20240428112001,375.11417128400507
20240428113001,395.5186989355644
20240428114001,390.49251419970795
20240428115001,374.186635965126
20240428120001,371.0767560988264
20240428121001,371.80092991444747
20240428122001,369.3380563515892
20240428123001,311.7622113284662
20240428124001,293.92477971231165
20240428125001,348.93713448748224
20240428130001,422.0612945984391
20240428131001,438.8812806660483
20240428132001,380.6631490142831
20240428133001,400.826454192097
20240428134001,417.10768753690195
20240428135001,399.15892222752393
20240428140001,348.78091959267493
20240428141001,286.7302706937056
20240428142001,223.45750342765524
20240428143001,189.93688864774984
20240428144001,174.25515142316277
20240428145001,151.2945865781645
20240428150001,124.59478060402768
20240428151001,89.07011695804334
20240428152001,68.4628137542995
20240428153001,67.26419186647985
20240428154001,63.050512492349895
20240428155001,62.57733530852081
20240428160001,57.03458509055083
20240428161001,39.08300448862591
20240428162001,28.76601795600738
20240428163001,22.82273736154754
20240428164001,16.66110920459263
20240428165001,11.537516775568985
20240430090001,494.1924231818328
20240430091001,537.7833873615991
20240430092001,620.3939494461304
20240430093001,652.5658661198834
20240430094001,673.3067439715029
20240430095001,676.4004512709583
20240430100001,973.4823391512631
20240430101001,984.5778096722462
20240430102001,973.0663950057099
20240430103001,971.0179071211103
20240430104001,913.5192541366291
20240430105001,868.8526070043998
20240430110001,874.5769310668636
20240430111001,929.2273526875242
20240430112001,984.51683878975
20240430113001,998.576634219904
20240430114001,988.6763581797799
20240430115001,1042.5227476614896
20240430120001,994.5944348561034
20240430121001,970.9469902027697
20240430122001,948.0626475926858
20240430123001,927.984905850502
20240430124001,895.3444791103375
20240430125001,927.1741546511942
20240430130001,772.6558816085592
20240430131001,755.9425428115122
20240430132001,752.5867508407301
20240430133001,755.6839377430805
20240430134001,753.3503183081639
20240430135001,747.6371739595447
20240430140001,858.308586140993
20240430141001,788.3369720023156
20240430142001,634.4501032677739
20240430143001,492.03483128017217
20240430144001,375.37249669564585
20240430145001,322.28837879650354
20240430150001,266.1769782623266
20240430151001,198.69308866642604
20240430152001,181.3008324934601
20240430153001,181.0278825824885
20240430154001,108.44661036399596
20240430155001,80.27305361253634
20240430160001,56.46209273339357
20240430161001,40.06769083324636
20240430162001,27.72124621501108
20240430163001,22.87044115288777
20240430164001,16.708812995932856
20240430165001,11.58522056690921
20240515090001,678.0964035097265
20240515091001,700.1460964321154
20240515092001,858.2459222405137
20240515093001,659.0318535671378
20240515094001,653.7211089805338
20240515095001,681.2664046651626
20240515100001,594.6186228888187
20240515101001,586.6786853538134
20240515102001,574.2943460390383
20240515103001,436.615499756548
20240515104001,369.79212493103097
20240515105001,365.81618868478677
20240515110001,295.21352999663543
20240515111001,324.54554531098245
20240515112001,319.5977754033531
20240515113001,327.033764049344
20240515114001,327.34123731775543
20240515115001,328.58336674631124
20240515120001,376.32548413402304
20240515121001,383.2702047906929
20240515122001,370.09869020531346
20240515123001,327.5318510503442
20240515124001,288.24570163485873
20240515125001,263.52592821226585
20240515130001,272.5832200902178
20240515131001,287.73079530274464
20240515132001,326.66441464285464
20240515133001,297.7957687979092
20240515134001,291.1260810276727
20240515135001,229.1682936167565
20240515140001,146.46920414547762
20240515141001,113.2394659287677
20240515142001,97.68954734939831
20240515143001,87.52491767086696
20240515144001,72.6440128038408
20240515145001,64.90247705608535
20240515150001,61.38846380506996
20240515151001,59.036094133334345
20240515152001,53.76858372957479
20240515153001,54.035098478611665
20240515154001,44.225574755554234
20240515155001,32.51618853746261
20240515160001,23.146140484288406
20240515161001,16.84613734519013
20240515162001,11.996985016150521
20240515163001,11.103545711818578
20240515164001,8.438751588596764
20240515165001,7.347997828491174
20240520090001,377.78508076786096
20240520091001,390.24011129691917
20240520092001,388.3453772248712
20240520093001,391.97167112584333
20240520094001,434.2231286338058
20240520095001,434.8876147811013
20240520100001,508.7947800867481
20240520101001,506.4073013138926
20240520102001,564.1112116383879
20240520103001,538.4759472232522
20240520104001,541.8748300671186
20240520105001,532.6425331852843
20240520110001,696.6049268163067
20240520111001,787.4791855364771
20240520112001,786.838490849527
20240520113001,755.8041919966718
20240520114001,755.6972770639086
20240520115001,693.080778846483
20240520120001,728.4827102355212
20240520121001,715.0953915444951
20240520122001,610.9516837913995
20240520123001,522.8144325853482
20240520124001,382.65801367682315
20240520125001,357.9710939999608
20240520130001,269.43710030949757
20240520131001,269.8303318520794
20240520132001,236.22312987076882
20240520133001,225.61100289120765
20240520134001,173.51198253275473
20240520135001,143.30454836438275
20240520140001,89.86031793575654
20240520141001,84.86934093172096
20240520142001,87.49299719813044
20240520143001,79.50461066108788
20240520144001,74.89510998754449
20240520145001,68.42600730915301
20240520150001,65.89388759190321
20240520151001,63.490526770473664
20240520152001,59.91059976344854
20240520153001,59.607961958820525
20240520154001,58.624847583328624
20240520155001,53.027384754394674
20240520160001,28.41253222275015
20240520161001,24.375063614621144
20240520162001,16.20974710137976
20240520163001,14.951925804657789
20240520164001,9.762326467255274
20240520165001,9.085904061202443
20240613090001,168.58760881803923
20240613091001,175.5474203019341
20240613092001,217.82176415721375
20240613093001,191.04532938852364
20240613094001,189.21247508275786
20240613095001,206.7108292099003
20240613100001,211.92995508131725
20240613101001,229.32199903991517
20240613102001,269.4187000111977
20240613103001,293.3307015782665
20240613104001,298.1575191982365
20240613105001,328.53818879342435
20240613110001,345.7300626027845
20240613111001,277.224887561618
20240613112001,240.0015656086321
20240613113001,204.44917803858186
20240613114001,204.44917803858186
20240613115001,188.61522738912475
20240613120001,192.81706201367155
20240613121001,204.70198824255527
20240613122001,228.63500367804932
20240613123001,266.44368252096666
20240613124001,401.32417711616176
20240613125001,406.4255906614486
20240613130001,233.2438826127036
20240613131001,231.48587380288612
20240613132001,214.47349015261986
20240613133001,153.77957402424968
20240613134001,128.00819939616358
20240613135001,104.09832816401025
20240613140001,132.6087095616008
20240613141001,117.39744520087042
20240613142001,99.09147213527459
20240613143001,78.09905329530368
20240613144001,67.93442021115816
20240613145001,59.48229719592395
20240613150001,57.91105385078834
20240613151001,54.87781066172773
20240613152001,49.504734198466835
20240613153001,46.6794317617651
20240613154001,43.11888066820456
20240613155001,41.404987794714906
20240613160001,38.1237393053138
20240613161001,34.16107709417506
20240613162001,27.223312448461755
20240613163001,22.127960341695513
20240613164001,17.050543794285506
20240613165001,13.851318367472656
20240615090001,233.05534475165942
20240615091001,245.41741206567255
20240615092001,278.9371275425222
20240615093001,301.77090846676236
20240615094001,297.9464736675248
20240615095001,289.3550736062068
20240615100001,314.91845316872485
20240615101001,330.90769629226656
20240615102001,363.2100798247239
20240615103001,388.7796141652547
20240615104001,381.5356420935171
20240615105001,393.6948110711142
20240615110001,408.51156647144705
20240615111001,320.16291087306246
20240615112001,286.85994951745107
20240615113001,252.99906709390888
20240615114001,256.10781820813344
20240615115001,255.85995187888415
20240615120001,246.46694620265944
20240615121001,234.58648973991458
20240615122001,270.86870926485545
20240615123001,329.00633649557386
20240615124001,421.1388441271356
20240615125001,423.6619889887855
20240615130001,317.7407194234922
20240615131001,313.76722857657546
20240615132001,298.8667617325569
20240615133001,249.20084103960076
20240615134001,216.42407094887488
20240615135001,177.6393870793408
20240615140001,176.99251840267254
20240615141001,162.11326798936093
20240615142001,139.6310777381033
20240615143001,95.10437216447053
20240615144001,82.71001703680693
20240615145001,66.84899274962262
20240615150001,65.93083514889815
20240615151001,57.99383312671376
20240615152001,51.71835649554184
20240615153001,48.79581594055311
20240615154001,45.23526484699257
20240615155001,41.401054673892176
20240615160001,38.11980618449107
20240615161001,34.15714397335233
20240615162001,27.223312448461755
20240615163001,22.127960341695513
20240615164001,17.050543794285506
20240615165001,13.851318367472656
20240703090001,514.7784227514841
20240703091001,518.8118062127112
20240703092001,619.5044771435546
20240703093001,603.8827284343895
20240703094001,643.4575265035719
20240703095001,697.5581495642524
20240703100001,713.1295958651252
20240703101001,748.0130000844989
20240703102001,758.3845954171171
20240703103001,784.4774494678279
20240703104001,792.9462812040641
20240703105001,771.5066193995594
20240703110001,831.7820223553481
20240703111001,858.2524721269407
20240703112001,860.5892823750187
20240703113001,907.8259899768419
20240703114001,905.3249518700416
20240703115001,923.4723713395682
20240703120001,866.9198155542817
20240703121001,850.4846338318981
20240703122001,841.0155773469372
20240703123001,822.5528967341522
20240703124001,798.9343343158054
20240703125001,752.1854277529025
20240703130001,775.0884327963167
20240703131001,744.618219854921
20240703132001,704.8806901005877
20240703133001,645.7991848210892
20240703134001,632.8966481482723
20240703135001,560.1482008644869
20240703140001,442.97808884104006
20240703141001,349.6627911187765
20240703142001,290.79548008320984
20240703143001,189.75258334020072
20240703144001,176.55290523349666
20240703145001,145.19857494303014
20240703150001,103.46276169500119
20240703151001,83.73970438056021
20240703152001,56.63045599966796
20240703153001,51.5775977610922
20240703154001,43.29966605160225
20240703155001,38.45312624949771
20240703160001,33.532822179963155
20240703161001,27.056530571612456
20240703162001,26.73502692708456
20240703163001,19.758008417183643
20240703164001,17.47568894430987
20240703165001,14.015079060061868
20240707090001,764.2444996115948
20240707091001,820.5285929470458
20240707092001,914.3588849386535
20240707093001,905.7803621492639
20240707094001,923.7696152116602
20240707095001,970.8724316180218
20240707100001,1029.4067605812274
20240707101001,1028.1504787631002
20240707102001,1018.2949168231963
20240707103001,1031.1760860060442
20240707104001,1034.480116521422
20240707105001,1033.2009073439042
20240707110001,1028.8729849354481
20240707111001,1030.014006273866
20240707112001,1057.2813571454224
20240707113001,1074.8251337221282
20240707114001,1083.8609227044633
20240707115001,1108.9136117728788
20240707120001,1142.588215754802
20240707121001,1113.5086099506716
20240707122001,1103.0096987222537
20240707123001,1056.3392793978744
20240707124001,1128.356888558501
20240707125001,1108.6778449189455
20240707130001,1040.0280334820927
20240707131001,990.2009016297562
20240707132001,936.3934665672858
20240707133001,898.149453520782
20240707134001,865.0104103657677
20240707135001,837.411996913642
20240707140001,643.5828297444111
20240707141001,538.4088057697152
20240707142001,436.6657724365982
20240707143001,332.38300821160675
20240707144001,272.32751772660527
20240707145001,212.29295959613572
20240707150001,209.23829834658798
20240707151001,186.25238801812674
20240707152001,159.14313963723444
20240707153001,132.00034081404496
20240707154001,112.83986691760613
20240707155001,95.88931411352482
20240707160001,78.29307597092371
20240707161001,69.55740250480933
20240707162001,52.14612703181248
20240707163001,38.3156125802254
20240707164001,28.865887219102714
20240707165001,17.51354456947475
20240106090001,595.4146892805916
20240106091001,632.8481514689004
20240106092001,657.2210496552433
20240106093001,653.5590661028241
20240106094001,703.1384267555832
20240106095001,729.8452627273658
20240106100001,499.47472476272435
20240106101001,484.96390949210615
20240106102001,428.62658083699796
20240106103001,434.98196519094665
20240106104001,502.6645354174219
20240106105001,609.8167399087484
20240106110001,975.3418558877307
20240106111001,982.1048278673479
20240106112001,1008.0946013472437
20240106113001,1047.4789877499018
20240106114001,1040.0225426260035
20240106115001,1001.9806249951399
20240106120001,261.42211514279853
20240106121001,254.15295761628633
20240106122001,221.02163616807053
20240106123001,215.58875408041217
20240106124001,338.40519498980143
20240106125001,275.45059041962196
20240106130001,239.6758783531804
20240106131001,172.22610450050337
20240106132001,176.73666238192146
20240106133001,174.24465561396642
20240106134001,165.33606838791547
20240106135001,131.95278496498446
20240106140001,121.03289119810061
20240106141001,117.75573759138005
20240106142001,100.77303050569631
20240106143001,100.0663161248321
20240106144001,98.71895342784566
20240106145001,97.42625305395123
20240106150001,91.98685482040855
20240106151001,25.7810263246821
20240106152001,17.70799480626564
20240106153001,15.159930931382785
20240106154001,12.06528113900581
20240106155001,9.09707818389446
20240106160001,7.852390114892294
20240106161001,7.251908416640874
20240106162001,5.289180349142754
20240106163001,4.660354407807796
20240106164001,4.311150040770267
20240106165001,4.344446388472626
20240111090001,157.7919514000065
20240111091001,159.66957441439968
20240111092001,188.52755335421227
20240111093001,270.6554560262934
20240111094001,228.15507997640947
20240111095001,252.47607664861013
20240111100001,204.81232008989247
20240111101001,203.90843514297651
20240111102001,234.65897340088483
20240111103001,260.7106615213827
20240111104001,275.5674718777471
20240111105001,296.08489504739765
20240111110001,256.0686761017274
20240111111001,280.2628202525205
20240111112001,280.2628202525205
20240111113001,295.35986611268726
20240111114001,278.31820359561067
20240111115001,241.06077392203503
20240111120001,258.238245373129
20240111121001,185.50290986714901
20240111122001,160.12788905128156
20240111123001,162.59006269165144
20240111124001,160.82197412101903
20240111125001,132.2778796534749
20240111130001,76.17430217697179
20240111131001,76.6761096281031
20240111132001,88.72297887665121
20240111133001,83.73292608422265
20240111134001,63.55446012047005
20240111135001,54.77508980413306
20240111140001,100.19238036756731
20240111141001,77.21958574191558
20240111142001,66.79733937419013
20240111143001,60.124620491031116
20240111144001,61.79010735541756
20240111145001,47.120851552367846
20240111150001,79.4498384613149
20240111151001,61.98980576094579
20240111152001,40.54694568853343
20240111153001,28.90651399766349
20240111154001,25.208515633339612
20240111155001,19.462960769457762
20240111160001,11.573008447730455
20240111161001,10.263069924171669
20240111162001,7.926631184984371
20240111163001,6.569915867343722
20240111164001,5.034883043059505
20240111165001,3.9784284056334283
20240213090001,921.7029336780696
20240213091001,1100.6995737346524
20240213092001,1190.7001947823035
20240213093001,1364.2195615746173
20240213094001,1425.4696383426708
20240213095001,1457.558275072586
20240213100001,1509.4243395879591
20240213101001,1532.0145318203358
20240213102001,1587.6590949593196
20240213103001,1582.4357948267914
20240213104001,1689.511110796871
20240213105001,1673.770000459856
20240213110001,1830.9902732000637
20240213111001,1835.7954482163477
20240213112001,1784.7345952822532
20240213113001,1743.1668414623457
20240213114001,1685.4892036781964
20240213115001,1638.1895810112762
20240213120001,1622.478076512365
20240213121001,1613.8281863326197
20240213122001,1589.7851690218783
20240213123001,1621.4190085047828
20240213124001,1663.8821424575897
20240213125001,1706.6763423168554
20240213130001,954.0423551411061
20240213131001,799.9651920403537
20240213132001,676.7471752332315
20240213133001,629.4414987138213
20240213134001,450.9875370741526
20240213135001,435.3313020760554
20240213140001,342.7153809974205
20240213141001,289.09023861824386
20240213142001,240.14576244492702
20240213143001,120.74066852584454
20240213144001,87.73004751013514
20240213145001,75.59811123313555
20240213150001,59.96800570178235
20240213151001,33.447761889601274
20240213152001,29.23411769332556
20240213153001,33.27108646662776
20240213154001,22.349587091404736
20240213155001,21.34294673013246
20240213160001,14.510419391746483
20240213161001,10.348741911247542
20240213162001,8.018170434632145
20240213163001,6.988184867930318
20240213164001,5.68335001644733
20240213165001,4.992122369397061
20240508090001,322.9511214405371
20240508091001,379.7699077293522
20240508092001,387.5244994123038
20240508093001,394.7228695316107
20240508094001,446.5326782602654
20240508095001,514.008201335161
20240508100001,546.4864154039369
20240508101001,537.577428357737
20240508102001,527.8776453623835
20240508103001,457.13275700035297
20240508104001,439.11205467685795
20240508105001,432.3887989941634
20240508110001,477.06164399667983
20240508111001,544.9090965620187
20240508112001,577.3201195910115
20240508113001,552.7152008060962
20240508114001,547.1007874794745
20240508115001,482.0891277757754
20240508120001,495.9592001194099
20240508121001,478.75668594956454
20240508122001,446.66268801641286
20240508123001,316.27723759029993
20240508124001,220.6643955664803
20240508125001,205.7652359672208
20240508130001,134.95140717357185
20240508131001,114.70505986424948
20240508132001,104.6706752819066
20240508133001,84.47969901101894
20240508134001,85.39221417319112
20240508135001,81.44375154382686
20240508140001,71.51938331961173
20240508141001,67.67688165678166
20240508142001,68.10062466142574
20240508143001,66.34439981330146
20240508144001,62.40179904610321
20240508145001,48.274227279182995
20240508150001,40.96960822650753
20240508151001,36.216255622771115
20240508152001,30.644634170477172
20240508153001,32.536355177867996
20240508154001,30.684381881921126
20240508155001,24.580114086550367
20240508160001,23.024219250272104
20240508161001,17.439082663971075
20240508162001,13.552916750276388
20240508163001,11.103545711818578
20240508164001,8.451685849211728
20240508165001,7.762329182543935
20240510090001,444.9089818503389
20240510091001,665.2544246934441
20240510092001,656.2464792549573
20240510093001,686.1300762253418
20240510094001,687.1454882275937
20240510095001,730.8140232603582
20240510100001,946.4660191225796
20240510101001,884.1020970462985
20240510102001,842.7581621981308
20240510103001,710.0595599683284
20240510104001,584.6987734002531
20240510105001,563.9791642034274
20240510110001,553.5549016804465
20240510111001,543.5917861817991
20240510112001,616.7689863900654
20240510113001,593.2988733406808
20240510114001,599.9991608612755
20240510115001,570.5892376721109
20240510120001,390.5702547103724
20240510121001,403.77089427756044
20240510122001,395.1606252192822
20240510123001,352.72862040554514
20240510124001,328.7750224932863
20240510125001,319.83272001678046
20240510130001,410.7220556942812
20240510131001,349.48416627609924
20240510132001,362.2426163928679
20240510133001,377.4991825031057
20240510134001,333.5229072752441
20240510135001,346.86966135880795
20240510140001,163.7309733019414
20240510141001,141.29264270215498
20240510142001,112.00555777812532
20240510143001,92.79939601655919
20240510144001,91.48162223005617
20240510145001,73.72188900130975
20240510150001,46.322214462573484
20240510151001,39.32019775066646
20240510152001,34.30906905932349
20240510153001,34.19779052343976
20240510154001,27.09324068386831
20240510155001,27.28389557165013
20240510160001,22.346650062942803
20240510161001,16.912201518966114
20240510162001,13.15277748101371
20240510163001,11.103545711818578
20240510164001,8.438751588596764
20240510165001,7.762329182543935
20240524090001,148.3859886406337
20240524091001,161.5101454824808
20240524092001,162.0965611730699
20240524093001,194.38756968880753
20240524094001,185.29870884968022
20240524095001,186.64930887106678
20240524100001,180.66094794349004
20240524101001,159.5570734089179
20240524102001,156.67072406732365
20240524103001,162.68788068203955
20240524104001,169.85051567365733
20240524105001,161.6204354858556
20240524110001,171.68067184528442
20240524111001,171.68067184528442
20240524112001,164.0972365449669
20240524113001,147.86428231724364
20240524114001,145.6267983964973
20240524115001,136.7068813688062
20240524120001,161.2232536929711
20240524121001,162.03763625049308
20240524122001,143.2769293180656
20240524123001,111.778024433807
20240524124001,100.09273677731402
20240524125001,90.18272224215485
20240524130001,80.7404907454258
20240524131001,83.98995604160199
20240524132001,76.60968361549234
20240524133001,83.21248655827907
20240524134001,71.29957808254922
20240524135001,68.18782296322647
20240524140001,66.36012428360166
20240524141001,62.4641706056211
20240524142001,64.85624408964338
20240524143001,64.65688815197453
20240524144001,53.798665724752404
20240524145001,52.57800915967441
20240524150001,50.04588944242463
20240524151001,47.64252862099496
20240524152001,43.669677121144765
20240524153001,43.080349303917394
20240524154001,38.20509711741885
20240524155001,41.574095712494845
20240524160001,33.70621070572885
20240524161001,31.32020556356624
20240524162001,21.70569017508902
20240524163001,20.237838642581117
20240524164001,13.982365100607769
20240524165001,12.78031841468136
20240623090001,802.1285301323904
20240623091001,860.8100816731948
20240623092001,868.0921946247798
20240623093001,889.4973955971051
20240623094001,938.1442594450772
20240623095001,948.0514794221477
20240623100001,1108.9540416110463
20240623101001,1107.5907016646106
20240623102001,1101.396388987632
20240623103001,1083.591238577799
20240623104001,1038.3536934590566
20240623105001,1019.4402129184268
20240623110001,1146.1419687440034
20240623111001,1120.793424703611
20240623112001,1117.5624709717958
20240623113001,1160.5554165663796
20240623114001,1198.637847375237
20240623115001,1176.2754711381378
20240623120001,1170.42716429417
20240623121001,1132.0587894279765
20240623122001,1093.9587177414667
20240623123001,1131.6639699910743
20240623124001,1120.4827195331488
20240623125001,1047.9090943716935
20240623130001,1008.5741538062994
20240623131001,968.4459555855835
20240623132001,909.999952241948
20240623133001,844.9955237479847
20240623134001,791.5580688156789
20240623135001,717.7990095808324
20240623140001,575.4239951811021
20240623141001,493.86463630648944
20240623142001,413.5821589200171
20240623143001,313.62164341131086
